Comments,Replies
"20,000,000
!!!!!! 킹-아 들을때마다 뭉클해지는 노래
️🩵","20,000,000
!!!!!! 킹-아 들을때마다 뭉클해지는 노래
️🩵"
형이 직접 촬영하고 편집하고 파트짜고 작사하고 맵 찾아다니고  자체적으로 관련 지식인분들도 많이 도와주시고 진짜  가내수공업 낭만 그 자체인 뮤비라서 가끔 들어와서 볼 때마다 그 때 기억이 새록새록 남 내 인터넷 추억 여기 다 있네,형이 직접 촬영하고 편집하고 파트짜고 작사하고 맵 찾아다니고  자체적으로 관련 지식인분들도 많이 도와주시고 진짜  가내수공업 낭만 그 자체인 뮤비라서 가끔 들어와서 볼 때마다 그 때 기억이 새록새록 남 내 인터넷 추억 여기 다 있네
"사실은 이렇게 까지 퀄리티가 높을거라는건 상상을 하지 않았습니다 근데 이 생각은 걸렀어야 했네요
노래도,춤도 등등 모든게 다 예쁘네요♡♡","사실은 이렇게 까지 퀄리티가 높을거라는건 상상을 하지 않았습니다 근데 이 생각은 걸렀어야 했네요
노래도,춤도 등등 모든게 다 예쁘네요♡♡"
2000만 조회수 축하합니다,2000만 조회수 축하합니다
"리와인드 2000만 축하드립니다!!! 아이네!징버거!릴파!주르르!고세구!비챤!
모두 사랑해요!!!! 이세돌이 데뷔한지도 벌써 2년이 지났네요..
이세돌분들 이파리들이 사랑하고응원하고있는거 까먹지마세용!
저희는 마음속에 언제나 이세돌분들이 있답니다!
우리들의 아이돌 항상응원해요!
그리고 이세돌이 여기까지 올수있게 이끌어주신 왁굳님 정말 감사합니다!
다음 4집을 이세돌분들 보면서 기다리고있겠습니다!
다시한번 리와인드2000만 진심으로 축하드립니다!","리와인드 2000만 축하드립니다!!! 아이네!징버거!릴파!주르르!고세구!비챤!
모두 사랑해요!!!! 이세돌이 데뷔한지도 벌써 2년이 지났네요..
이세돌분들 이파리들이 사랑하고응원하고있는거 까먹지마세용!
저희는 마음속에 언제나 이세돌분들이 있답니다!
우리들의 아이돌 항상응원해요!
그리고 이세돌이 여기까지 올수있게 이끌어주신 왁굳님 정말 감사합니다!
다음 4집을 이세돌분들 보면서 기다리고있겠습니다!
다시한번 리와인드2000만 진심으로 축하드립니다!"
"처음에는 이세돌 존재에 대한 거부감이 생겼는데 군대에 와보니 새삼 이세돌 멤버들, 노래들 너무 좋다... 특히 리와인드는 진짜 미쳤다...","처음에는 이세돌 존재에 대한 거부감이 생겼는데 군대에 와보니 새삼 이세돌 멤버들, 노래들 너무 좋다... 특히 리와인드는 진짜 미쳤다..."
"저를 이세돌의 세계로 안내한 데뷔곡 리와인드의 천만을 진심으로 추카포카드립니돠! 
 제게 있어선 이세돌의 노래는 하루를 시작하는 원동력이자 텐션이 Boom Boom 솟아오르는 그런 음악입니다. 앞으로도 맴버분들 마다 건강하시고 활력을 주는 모습들 기대하며, 왁타버스도 응원합니다! 화잇팅!! 킹아~","저를 이세돌의 세계로 안내한 데뷔곡 리와인드의 천만을 진심으로 추카포카드립니돠! 
 제게 있어선 이세돌의 노래는 하루를 시작하는 원동력이자 텐션이 Boom Boom 솟아오르는 그런 음악입니다. 앞으로도 맴버분들 마다 건강하시고 활력을 주는 모습들 기대하며, 왁타버스도 응원합니다! 화잇팅!! 킹아~"
2000만!!!!!! 24년 현재까지 힘들더라도 웃으며 달려온 이세돌 멤버 모두 너무 감사하고 앞으로도 즐겁고 행복한 나날이 가득했으면 합니다. 이세계 아이돌 화이팅! ,2000만!!!!!! 24년 현재까지 힘들더라도 웃으며 달려온 이세돌 멤버 모두 너무 감사하고 앞으로도 즐겁고 행복한 나날이 가득했으면 합니다. 이세계 아이돌 화이팅! 
2000만 추카추카,2000만 추카추카
"이 영상을 통해 이세돌을 처음 알게 되었습니다.
VR이란 매체로 이 정도까지 퀄리티를 올린다니 신기하면서도 대단하다고 느껴지네요. 앞으로도 맴버분들 고멤분들 그리고 왁굳형 영상 모두 시간날 때마다 찾아가서 응원하고 즐기다가야겠어요.","이 영상을 통해 이세돌을 처음 알게 되었습니다.
VR이란 매체로 이 정도까지 퀄리티를 올린다니 신기하면서도 대단하다고 느껴지네요. 앞으로도 맴버분들 고멤분들 그리고 왁굳형 영상 모두 시간날 때마다 찾아가서 응원하고 즐기다가야겠어요."
"日本のコミュニティFM局で放送されているK-POP専門番組で耳にしたのをきっかけに存在を知りましたが、とても素晴らしい曲だと思います。MVも最高です！
今後発表される新曲とても楽しみにしてます。

일본 커뮤니티 FM 방송국에서 방송되는 K-POP 전문 프로그램에서 들었던 것을 계기로 존재를 알았는데 매우 멋진 곡이라고 생각합니다. MV도 최고입니다!
향후 발표되는 신곡 매우 기대하고 있습니다.","日本のコミュニティFM局で放送されているK-POP専門番組で耳にしたのをきっかけに存在を知りましたが、とても素晴らしい曲だと思います。MVも最高です！
今後発表される新曲とても楽しみにしてます。

일본 커뮤니티 FM 방송국에서 방송되는 K-POP 전문 프로그램에서 들었던 것을 계기로 존재를 알았는데 매우 멋진 곡이라고 생각합니다. MV도 최고입니다!
향후 발표되는 신곡 매우 기대하고 있습니다."
"2천만 축하드려요!
️","2천만 축하드려요!
️"
와 2천만,와 2천만
"100만 기념으로 릴파넴이 풀트끼고 춤 춰주셨으니까 

200만은 더 큰 거 온다 애들아ㅏㅏㅏㅏ 200만 가즈아ㅏㅏㅏㅏㅏ","100만 기념으로 릴파넴이 풀트끼고 춤 춰주셨으니까 

200만은 더 큰 거 온다 애들아ㅏㅏㅏㅏ 200만 가즈아ㅏㅏㅏㅏㅏ"
"겁나 쎈 서양 쪽 감성도, 너무 무거운 동양 쪽 감성도 아닌 아이돌만의 상큼한 곡이네요!
알고리즘에 떠서 이게 뭐지? 하는 심정으로 눌렀다가 성장과정 영상들까지 모조리 시청하고 구독도 눌렀어요ㅋㅋ
여기 멤버들, 기획자분들 그리고 이 제작과정에 참여한 모두들 앞으로 무궁한 발전을 기원합니다.","겁나 쎈 서양 쪽 감성도, 너무 무거운 동양 쪽 감성도 아닌 아이돌만의 상큼한 곡이네요!
알고리즘에 떠서 이게 뭐지? 하는 심정으로 눌렀다가 성장과정 영상들까지 모조리 시청하고 구독도 눌렀어요ㅋㅋ
여기 멤버들, 기획자분들 그리고 이 제작과정에 참여한 모두들 앞으로 무궁한 발전을 기원합니다."
"진짜 한 1월까지는 이건 좀.. 괜찮긴한데 이걸 덕질하는게 맞을까? 이랬는데 지금은 방학동안 열심히 밤새서 봤습니다
그와중에 2000만!!!!!!!","진짜 한 1월까지는 이건 좀.. 괜찮긴한데 이걸 덕질하는게 맞을까? 이랬는데 지금은 방학동안 열심히 밤새서 봤습니다
그와중에 2000만!!!!!!!"
2000만회 킹애,2000만회 킹애
개인적으로 대단하다 생각함 그냥 계속 아이디어 내고 내는것마다 대성하고 물론 실패도 있지만 컨텐츠 계속 나오고 앞을 볼줄 아는사람인듯 1세대 스트리머가 인기가 식는게 아니라 점점 늘어나네,개인적으로 대단하다 생각함 그냥 계속 아이디어 내고 내는것마다 대성하고 물론 실패도 있지만 컨텐츠 계속 나오고 앞을 볼줄 아는사람인듯 1세대 스트리머가 인기가 식는게 아니라 점점 늘어나네
"왜지.. 들으면 들을수록 빠져든다...
비챤 아이네 고세구 징버거 주르르 릴파 이 여섯 멤버가 개성이 너무 뛰어나요...","왜지.. 들으면 들을수록 빠져든다...
비챤 아이네 고세구 징버거 주르르 릴파 이 여섯 멤버가 개성이 너무 뛰어나요..."
리와인드 2000만회 축하드립니다!!! 와 레이디도 1000만회이고 진짜 대박이다!!!- 이세돌 영원히 있어라!!!,리와인드 2000만회 축하드립니다!!! 와 레이디도 1000만회이고 진짜 대박이다!!!- 이세돌 영원히 있어라!!!
지금 다시 들어보니 이노래만큼 이세돌 한분 한분의 목소리의 특성과 개성이 뚜렸한 곡이 없네요~ 너무 킹아 입니다. 명곡이에요~,지금 다시 들어보니 이노래만큼 이세돌 한분 한분의 목소리의 특성과 개성이 뚜렸한 곡이 없네요~ 너무 킹아 입니다. 명곡이에요~
"이세돌 프로젝트 솔직히 중간부터 안보고있었는데, 뮤비 나온 거 보니 그냥 그저그런 흔한 프로젝트가 아니었다는 게 느껴지네요.
뭣보다도 노래가 좋구만...
그리고 이 프로젝트가 성공해서 나중에 규모가 더 커진다면 어떻게 좋아질 지 상상이 되는 게 설레이는 기분이 되네요.","이세돌 프로젝트 솔직히 중간부터 안보고있었는데, 뮤비 나온 거 보니 그냥 그저그런 흔한 프로젝트가 아니었다는 게 느껴지네요.
뭣보다도 노래가 좋구만...
그리고 이 프로젝트가 성공해서 나중에 규모가 더 커진다면 어떻게 좋아질 지 상상이 되는 게 설레이는 기분이 되네요."
이세계아이돌 이름만 좀 들어봤는데 노래랑 뮤비 퀄리티가 미쳤네요...와....넘 좋아요!!,이세계아이돌 이름만 좀 들어봤는데 노래랑 뮤비 퀄리티가 미쳤네요...와....넘 좋아요!!
"처음 나왔을때 1번보고 아, 좀 아껴뒀다가 까먹었을때 다시봐야지 하고 다시보러왔슘다","처음 나왔을때 1번보고 아, 좀 아껴뒀다가 까먹었을때 다시봐야지 하고 다시보러왔슘다"
춤 가사가 너무 좋아서 입덕하게 되버렸다...젠장 뭐냐구 이세돌!!!!,춤 가사가 너무 좋아서 입덕하게 되버렸다...젠장 뭐냐구 이세돌!!!!
"이걸....다른아이돌이 커버한다고 이느낌을낼수있을까...

방송에서 함께한 시간들과 과정을 생각하면
이건 커버를해도 원곡을못따라갈 명곡이다 ㅠ","이걸....다른아이돌이 커버한다고 이느낌을낼수있을까...

방송에서 함께한 시간들과 과정을 생각하면
이건 커버를해도 원곡을못따라갈 명곡이다 ㅠ"
"3일만에 100만 축하드립니다!!!!!

왁굳형도 이세돌분들도 다들 고생많으셨어요","3일만에 100만 축하드립니다!!!!!

왁굳형도 이세돌분들도 다들 고생많으셨어요"
"2000만 축하드려용
 이세돌 영원히 사랑행","2000만 축하드려용
 이세돌 영원히 사랑행"
2000만 미쳤노 우왁굳 그는 신이야 ㅠㅠㅠㅠ,2000만 미쳤노 우왁굳 그는 신이야 ㅠㅠㅠㅠ
"보다보면 나 스스로에게 항마력 딸려서 이세돌은 조금 멀리하던 팬치인데, 이제 그냥 빠져버렸다. 씹덕 감수성 길러주는 왁굳형 영상 정독하다 보니 왁굳텽이랑 멤버들 응원하게 됐다.. 이세돌 화이팅 킹아","보다보면 나 스스로에게 항마력 딸려서 이세돌은 조금 멀리하던 팬치인데, 이제 그냥 빠져버렸다. 씹덕 감수성 길러주는 왁굳형 영상 정독하다 보니 왁굳텽이랑 멤버들 응원하게 됐다.. 이세돌 화이팅 킹아"
진짜 뭐 이걸 보고 눈물이 날 줄은 몰랐는데 생각지도 못한 완성도에 몰입해서 잘 봤습니다- 저는 좋은 음악을 듣고 멋진 영상을 보면 왠지 모르게 많이 행복해져서 울 때가 종종 있는데 어떻게 이렇게 예쁘게 만드셨는지 대단하다는 생각밖에 안 듭니다 노래하신 이세돌분들 뒤에서 많이 수고해주신 프로듀서님 세션분들 편집자분 수고 많으셨습니다 좋은 작품 너무 감사합니다 그리고 우리 왁굳형 형은 신이야.. 그냥 신이라고,진짜 뭐 이걸 보고 눈물이 날 줄은 몰랐는데 생각지도 못한 완성도에 몰입해서 잘 봤습니다- 저는 좋은 음악을 듣고 멋진 영상을 보면 왠지 모르게 많이 행복해져서 울 때가 종종 있는데 어떻게 이렇게 예쁘게 만드셨는지 대단하다는 생각밖에 안 듭니다 노래하신 이세돌분들 뒤에서 많이 수고해주신 프로듀서님 세션분들 편집자분 수고 많으셨습니다 좋은 작품 너무 감사합니다 그리고 우리 왁굳형 형은 신이야.. 그냥 신이라고
최근까지도 찾아 듣는 노래. 갠적으로 엄청 취향임,최근까지도 찾아 듣는 노래. 갠적으로 엄청 취향임
"리와인드 2000만 축하
앞으로도 이세돌분들 꽃길만 걷게해주세요","리와인드 2000만 축하
앞으로도 이세돌분들 꽃길만 걷게해주세요"
"이걸보고 메타버스가 진짜 미래 산업에 가능성이 있다는걸 확실하게 체감하는듯..
전문가라고하는분들의 강의로는 가상세계가 정말 현실세계의 가치들을 담아낼수 있을까 의심을 지울수 없었는데 왁타버스 보는 내내 충분히 아니 더 심오하게 또, 더욱 개방적으로 가능성이 충분하다는걸 깨닫고 갑니다.","이걸보고 메타버스가 진짜 미래 산업에 가능성이 있다는걸 확실하게 체감하는듯..
전문가라고하는분들의 강의로는 가상세계가 정말 현실세계의 가치들을 담아낼수 있을까 의심을 지울수 없었는데 왁타버스 보는 내내 충분히 아니 더 심오하게 또, 더욱 개방적으로 가능성이 충분하다는걸 깨닫고 갑니다."
1년만에 다시와서 보니까 아련하냐 ㅋㅋㅋ 오디션때부터 예능으로 웃으면서 보고 처음에 어색하다가 점점 발전하고 1년전 여름의 추억 한페이지가 되어버린 모든 과정들이 주마등처럼 흘러가내 ㅋㅋ,1년만에 다시와서 보니까 아련하냐 ㅋㅋㅋ 오디션때부터 예능으로 웃으면서 보고 처음에 어색하다가 점점 발전하고 1년전 여름의 추억 한페이지가 되어버린 모든 과정들이 주마등처럼 흘러가내 ㅋㅋ
2000만 축하드립니다,2000만 축하드립니다
이 곡 이해 못해도 좋았는데 차세돌 보고 이해해서 더 좋았음 차세돌 재밌음 강추 킹아!!,이 곡 이해 못해도 좋았는데 차세돌 보고 이해해서 더 좋았음 차세돌 재밌음 강추 킹아!!
최근에 멜론에서 뭐들을노래없을까하다가 차트에있길레 뭐지하고 들었다가 어..? 설마 왁굳형 그 이세돌?! 하고 찾아보니 맞더군요 정말 깜짝놀랐어요!!노래너무좋아요!,최근에 멜론에서 뭐들을노래없을까하다가 차트에있길레 뭐지하고 들었다가 어..? 설마 왁굳형 그 이세돌?! 하고 찾아보니 맞더군요 정말 깜짝놀랐어요!!노래너무좋아요!
"Somehow I ended up here... but ZAMN 
 they r cute as hell!!!! is this like Korean hololive?? I luv it","Somehow I ended up here... but ZAMN 
 they r cute as hell!!!! is this like Korean hololive?? I luv it"
"2000만 너무 축하해요!! 내 인생에서 이세돌을 알게 된 게 최고 잘한 일
️","2000만 너무 축하해요!! 내 인생에서 이세돌을 알게 된 게 최고 잘한 일
️"
리와인드 2000만 축하합니다,리와인드 2000만 축하합니다
노래도좋고 이세계아이돌에 성장과정을 생각하면서 가사에 의미를 담아들으면 되게 좋은 곡이라고 생각합니다 이대로라면 추후 전국 이세계 아이돌대표로 갈거같아요~ 이세계 아이돌 화이팅,노래도좋고 이세계아이돌에 성장과정을 생각하면서 가사에 의미를 담아들으면 되게 좋은 곡이라고 생각합니다 이대로라면 추후 전국 이세계 아이돌대표로 갈거같아요~ 이세계 아이돌 화이팅
와 진짜 요즘 이거 맨날 듣는데 아트박스에서 나오길래 개반가웠다 진심 땃다다라라땃다 춤 출려다 꾹 참았습니다 ;;; 리와인드 쵝오 ㅠㅠ ♡♡,와 진짜 요즘 이거 맨날 듣는데 아트박스에서 나오길래 개반가웠다 진심 땃다다라라땃다 춤 출려다 꾹 참았습니다 ;;; 리와인드 쵝오 ㅠㅠ ♡♡
9천만 더!!,9천만 더!!
"이세돌이 ""진짜 만약"" 해체할 때
이 곡 들리는 순간 모든 이파리들이 울것이다..
가사 한소절 듣자마자 함께한 모든 추억과 기억들이 리와인드 되는게..

이세돌 영원히 뱅온해!!!!!!!!!","이세돌이 ""진짜 만약"" 해체할 때
이 곡 들리는 순간 모든 이파리들이 울것이다..
가사 한소절 듣자마자 함께한 모든 추억과 기억들이 리와인드 되는게..

이세돌 영원히 뱅온해!!!!!!!!!"
"말로 표현 할 수가 없을 정도로 대단합니다..
이 순간을 위해서 다들 얼마나 값진 노력들을 해 왔는지 눈에 보일 정도로 아름답고 감동적입니다.
앞으로도 좋은 활동 부탁드립니다!","말로 표현 할 수가 없을 정도로 대단합니다..
이 순간을 위해서 다들 얼마나 값진 노력들을 해 왔는지 눈에 보일 정도로 아름답고 감동적입니다.
앞으로도 좋은 활동 부탁드립니다!"
"진짜 우왁굳 그는 신인가...? 너무 천재적인 아이디어...
기획력이며 시대 흐름이며 진짜 기가막힌다.
이세계 아이돌 프로젝트는 앞으로 메타버스의 선구자가 될 것 같다.","진짜 우왁굳 그는 신인가...? 너무 천재적인 아이디어...
기획력이며 시대 흐름이며 진짜 기가막힌다.
이세계 아이돌 프로젝트는 앞으로 메타버스의 선구자가 될 것 같다."
와 2000만 축하해요,와 2000만 축하해요
리와인드 2천만!,리와인드 2천만!
"아이네  릴파는 진짜  개잘부른다....
비챤은  (가창력이  나쁘다는건  아님)  가창력이  필요 없을정도로 음색이 좋고...
다른 분들도 목소리도 좋고 노래도  잘부르시고...  킹아","아이네  릴파는 진짜  개잘부른다....
비챤은  (가창력이  나쁘다는건  아님)  가창력이  필요 없을정도로 음색이 좋고...
다른 분들도 목소리도 좋고 노래도  잘부르시고...  킹아"
알고리즘으로 왁타버스에서 이 노래와 뒤늦게 이세돌을 보며 알게 되었지만 그동안의 노력과정이 담겨있다는 것에 감격과 뒤늦은 아쉬움을 하였습니다. 이제라도 이세돌 분들의 열렬한 팬이 되고 팬으로써 함께 응원하고 작은 보탬이 되어드리겠습니다. 이세돌 화이팅 입니다!,알고리즘으로 왁타버스에서 이 노래와 뒤늦게 이세돌을 보며 알게 되었지만 그동안의 노력과정이 담겨있다는 것에 감격과 뒤늦은 아쉬움을 하였습니다. 이제라도 이세돌 분들의 열렬한 팬이 되고 팬으로써 함께 응원하고 작은 보탬이 되어드리겠습니다. 이세돌 화이팅 입니다!
2천만 돌파 ㅠㅠ 감격스럽습니다 .....우리아이돌이야,2천만 돌파 ㅠㅠ 감격스럽습니다 .....우리아이돌이야
2000만 축하드립니다!!!!!,2000만 축하드립니다!!!!!
"'너'에 꿈을 대입하고 가설의도주의적 해석을 했더니
감정이입이 너무 됩니다...
나도 꿈을 꿨던 때가 있었는데, 열정이 있던 때가 있었는데...
과몰입인거 알지만 나를 돌아보는 계기가 되네요.
왁굳님, 아이네님 징버거님, 릴파님, 주르르님, 고세구님, 비챤님 모두 감사합니다.
저도 다시 한번 노력하는 사람이 되어볼게요.","'너'에 꿈을 대입하고 가설의도주의적 해석을 했더니
감정이입이 너무 됩니다...
나도 꿈을 꿨던 때가 있었는데, 열정이 있던 때가 있었는데...
과몰입인거 알지만 나를 돌아보는 계기가 되네요.
왁굳님, 아이네님 징버거님, 릴파님, 주르르님, 고세구님, 비챤님 모두 감사합니다.
저도 다시 한번 노력하는 사람이 되어볼게요."
이세돌 오디션 때부터 보왔던 사람으로 정말 감동스럽습니다. 이렇게 사람들이 아이돌에 빠질수도 있군요. 이세돌 파이팅!,이세돌 오디션 때부터 보왔던 사람으로 정말 감동스럽습니다. 이렇게 사람들이 아이돌에 빠질수도 있군요. 이세돌 파이팅!
"리와인드 2천만 너무너무 축하드립니다 앞으로의 활동을 더더욱 응원해 이세돌
️","리와인드 2천만 너무너무 축하드립니다 앞으로의 활동을 더더욱 응원해 이세돌
️"
"리와인드 2000만 너무너무 축하드립니다ㅠㅠ이세돌 영원히 화이팅!!!
🩷🩵","리와인드 2000만 너무너무 축하드립니다ㅠㅠ이세돌 영원히 화이팅!!!
🩷🩵"
또 들으러 왔다..진짜 노래도 좋은데 오디션으로 뽑힌 여섯명 전부 사람도 좋고 재밌고 무엇보다 왁굳님이 건전한 아이돌로 만들겠다고 엄청 가르치고 노력하셨어서 지켜보기 편안했습니다ㅠㅠ 킹아ㅠㅜㅠ,또 들으러 왔다..진짜 노래도 좋은데 오디션으로 뽑힌 여섯명 전부 사람도 좋고 재밌고 무엇보다 왁굳님이 건전한 아이돌로 만들겠다고 엄청 가르치고 노력하셨어서 지켜보기 편안했습니다ㅠㅠ 킹아ㅠㅜㅠ
"그 시절 트로트가 가득하던 멜론차트에
제가 유일하게 골라듣던 노래였습니다
이게 벌써 1년 반정도 되다니 믿기지 않습니다 이세돌 앞으로도 화이팅 킹-애","그 시절 트로트가 가득하던 멜론차트에
제가 유일하게 골라듣던 노래였습니다
이게 벌써 1년 반정도 되다니 믿기지 않습니다 이세돌 앞으로도 화이팅 킹-애"
와 2000민 리와인드가 여기까 왔다니ㅠㅠㅠㅠㅠㅠ이세돌 너무 장하다,와 2000민 리와인드가 여기까 왔다니ㅠㅠㅠㅠㅠㅠ이세돌 너무 장하다
"이세계아이돌의 데뷔곡! 
RE:WIND의 2000만 조회수를 정말 축하드립니다! 앞으로 리와인드를 넘어설 더 좋은 곡을 내주세요!","이세계아이돌의 데뷔곡! 
RE:WIND의 2000만 조회수를 정말 축하드립니다! 앞으로 리와인드를 넘어설 더 좋은 곡을 내주세요!"
"알바하는 곳에서 노래가 너무 신나가지고.,,, 아이돌 드라마 ost 같은건가 하고 검색햇더니 무슨.. 게임 캐릭터들이 잔뜩 나와서 당황햇음 ㅋㅋㅋㅋㅋㅋ,,,,,,, 지금 스며들어서 꽤 듣고잇음.......... 공식 뮤비 찾는데 ...무슨 쓰리디 캐릭터 나와가지고... 이게..머지... 하고 봣는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 노래 너무 좋고 초록색 옷?? 입은 양갈래 캐릭터랑 보라색옷 은발? 흰머리? 이 두분 목소리가 너무 취향 저격임/....","알바하는 곳에서 노래가 너무 신나가지고.,,, 아이돌 드라마 ost 같은건가 하고 검색햇더니 무슨.. 게임 캐릭터들이 잔뜩 나와서 당황햇음 ㅋㅋㅋㅋㅋㅋ,,,,,,, 지금 스며들어서 꽤 듣고잇음.......... 공식 뮤비 찾는데 ...무슨 쓰리디 캐릭터 나와가지고... 이게..머지... 하고 봣는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 노래 너무 좋고 초록색 옷?? 입은 양갈래 캐릭터랑 보라색옷 은발? 흰머리? 이 두분 목소리가 너무 취향 저격임/...."
"미쳤다 진짜... 이게 진짜 실현이된다고?... 어매 이게 메타버스다. 보는 내내 진짜 아이돌뮤비보는거같네, 이게 되는거냐 라는 말밖에안나옴ㄷㄷ 현실아이돌은 안봐도 이세돌은 무적권 챙겨보겠습니다. 이세돌 파이팅!","미쳤다 진짜... 이게 진짜 실현이된다고?... 어매 이게 메타버스다. 보는 내내 진짜 아이돌뮤비보는거같네, 이게 되는거냐 라는 말밖에안나옴ㄷㄷ 현실아이돌은 안봐도 이세돌은 무적권 챙겨보겠습니다. 이세돌 파이팅!"
2천만 축하ㅏㅏ,2천만 축하ㅏㅏ
이세돌 2000만 축하드립니다!!,이세돌 2000만 축하드립니다!!
"진짜 대단한점은 머지않은 미래에 메타버스 속 상업적(여타 다른 시도들과 비교했을 때) 성공사례로 지속적으로 기록이 남을거라는거.. 사이버 가수같은건 이미 아담이 나왔긴했지만 실질적으로 객관적 지표 상위랭크 등극(멜론차트, 벅스차트 등),  국내 최초로 완전한 가상 걸그룹 창시 등 미래에 같은 컨셉이나 비슷한 컨셉의 가상 아이돌이 나오더라도 선행사례로는 이세계 아이돌이 반드시 기록될거라는게 굉장히 감격스러운 부분 ㅜㅜ","진짜 대단한점은 머지않은 미래에 메타버스 속 상업적(여타 다른 시도들과 비교했을 때) 성공사례로 지속적으로 기록이 남을거라는거.. 사이버 가수같은건 이미 아담이 나왔긴했지만 실질적으로 객관적 지표 상위랭크 등극(멜론차트, 벅스차트 등),  국내 최초로 완전한 가상 걸그룹 창시 등 미래에 같은 컨셉이나 비슷한 컨셉의 가상 아이돌이 나오더라도 선행사례로는 이세계 아이돌이 반드시 기록될거라는게 굉장히 감격스러운 부분 ㅜㅜ"
"Coming here after Jeongyeon song recommendation on Bubble
Jeongyeon and her taste of music never wrong..this song sounds so good ","Coming here after Jeongyeon song recommendation on Bubble
Jeongyeon and her taste of music never wrong..this song sounds so good "
2000만 축하드립니다!!!!!!!!,2000만 축하드립니다!!!!!!!!
"와...진짜 감동... 울컥했다ㅠㅠ 이세돌 꼭 영원하자!!!
🩷🩵","와...진짜 감동... 울컥했다ㅠㅠ 이세돌 꼭 영원하자!!!
🩷🩵"
"새벽에 잔잔 작사하던 곡이 우리동네 이마트에서까지 들리니까 기분이 ㅁㅅㄲㅇ 하네요...
확실히 길에서 들리니까 뭔가 감정이 다름..
이세돌 화이팅!!!","새벽에 잔잔 작사하던 곡이 우리동네 이마트에서까지 들리니까 기분이 ㅁㅅㄲㅇ 하네요...
확실히 길에서 들리니까 뭔가 감정이 다름..
이세돌 화이팅!!!"
가사 너무 이쁘다 이세돌한테 어울리기도 하고 Kpop스러운 노래도 물론 너무 좋지만 리와인드나 겨울봄같이 가사 이쁜 노래도 많이 내 줬으면,가사 너무 이쁘다 이세돌한테 어울리기도 하고 Kpop스러운 노래도 물론 너무 좋지만 리와인드나 겨울봄같이 가사 이쁜 노래도 많이 내 줬으면
리와인드가 벌써 2천만.... 축하드려요,리와인드가 벌써 2천만.... 축하드려요
이제 뉴 아바타로 2000만 기념 리와인드 재촬영 했으면 좋겠다,이제 뉴 아바타로 2000만 기념 리와인드 재촬영 했으면 좋겠다
천만 축하드립니다~~  이세계 아이돌이 영원하지 않을지몰라도 같은시간 같은아이돌을 좋아하는 이 귀한 시간은  영원히 남아있을거같습니다  킹아~!,천만 축하드립니다~~  이세계 아이돌이 영원하지 않을지몰라도 같은시간 같은아이돌을 좋아하는 이 귀한 시간은  영원히 남아있을거같습니다  킹아~!
리와인드 제작파일 유출 보다가 감질나서 보러오게 되네요.,리와인드 제작파일 유출 보다가 감질나서 보러오게 되네요.
2000천만 축하드려요!,2000천만 축하드려요!
"리와인드 2000만 축하드려요!
지금까지 삶의 지탱이 되어주셔서 감사드립니다! 
앞으로도 제 삶의 기둥이 되어주세요!","리와인드 2000만 축하드려요!
지금까지 삶의 지탱이 되어주셔서 감사드립니다! 
앞으로도 제 삶의 기둥이 되어주세요!"
"日本から応援しています！！
好きすぎてダンスの練習始めました

追記
反応たくさん貰えて嬉しいです…！！
自分もVRchatユーザーなので、VRchatからこんなに注目されているアイドルが生まれた事が嬉しいです！！
VRchatでは日本語を話してくれる韓国人の方が多くて嬉しいです！頑張って韓国語も勉強してみます！！","日本から応援しています！！
好きすぎてダンスの練習始めました

追記
反応たくさん貰えて嬉しいです…！！
自分もVRchatユーザーなので、VRchatからこんなに注目されているアイドルが生まれた事が嬉しいです！！
VRchatでは日本語を話してくれる韓国人の方が多くて嬉しいです！頑張って韓国語も勉強してみます！！"
나이키 아울렛에서 근무중인 팬치 입니다. 브랜드 내의 멜론채널로 저작을 관리하기 때문에 틀어주는 걸 마냥 들어야 했는데 뚜둥! 리와인드가 나왔어요 ㅜㅜ 주말이라 정신없고 바빴는데 한줄기 힘이 되었습니다 감동 ㅜㅜ 이세돌 화이팅! 감사합니다!,나이키 아울렛에서 근무중인 팬치 입니다. 브랜드 내의 멜론채널로 저작을 관리하기 때문에 틀어주는 걸 마냥 들어야 했는데 뚜둥! 리와인드가 나왔어요 ㅜㅜ 주말이라 정신없고 바빴는데 한줄기 힘이 되었습니다 감동 ㅜㅜ 이세돌 화이팅! 감사합니다!
2천만~~,2천만~~
리와인드 2000만 너무 축하드립니다 킹아~!,리와인드 2000만 너무 축하드립니다 킹아~!
"900만 축하드립니다
진짜 리와인드 나왔을 때가 엊그제 같은데...앞으로도 화이팅..!","900만 축하드립니다
진짜 리와인드 나왔을 때가 엊그제 같은데...앞으로도 화이팅..!"
