Word,Frequency,state
미도,2,긍정적
쏙쏙,2,긍정적
타격,2,긍정적
떠들다,2,긍정적
인디밴드,2,긍정적
클래식,2,긍정적
뮤지컬,2,긍정적
넘버,2,긍정적
쫒다,2,긍정적
존잘,2,긍정적
머싯어,2,긍정적
왓치,2,긍정적
미우다,2,긍정적
프롬,2,긍정적
고르다,2,긍정적
도밑,2,긍정적
이뿌다,2,긍정적
화이,2,긍정적
티,2,긍정적
이쯤,2,긍정적
반,2,긍정적
대부분,2,긍정적
온전,2,긍정적
메타,2,긍정적
대단원,2,긍정적
입구,2,긍정적
알아차리다,2,부정적
헛것,2,긍정적
괴롭히다,2,긍정적
발주,2,긍정적
국경,2,긍정적
두드리다,2,긍정적
잘불르다,2,긍정적
물어보다,2,긍정적
뜸,2,긍정적
입덧,2,긍정적
룩삼봤다,2,긍정적
웃교,2,긍정적
언급,2,긍정적
때리다,2,긍정적
정리,2,긍정적
꺼리다,2,부정적
빵집,2,부정적
신가,2,긍정적
외길,2,긍정적
메이저,2,긍정적
거치다,2,긍정적
워낙,2,부정적
쌍방,2,긍정적
열애,2,긍정적
중임,2,긍정적
중심,2,긍정적
과언,2,긍정적
일방,2,긍정적
달라짐,2,긍정적
고로,2,긍정적
짧게하다,2,긍정적
일찍,2,부정적
마주,2,긍정적
치료받다,2,긍정적
재활,2,긍정적
구실,2,긍정적
사람과,2,긍정적
공황,2,긍정적
토,2,긍정적
대인기피증,2,긍정적
인테리어,2,긍정적
용이,2,긍정적
강아지,2,긍정적
짱구,2,긍정적
불쑥,2,긍정적
로고,2,긍정적
썸네일,2,긍정적
어리둥절하다,2,긍정적
홀린,2,긍정적
하늘하늘하다,2,긍정적
뛰어오다,2,긍정적
흐리다,2,부정적
오메,2,긍정적
차례차례,2,긍정적
습관,2,긍정적
끼다,2,긍정적
도망치다,2,긍정적
그날,2,긍정적
혼자,2,긍정적
시큰둥하다,2,부정적
씩씩하다,2,긍정적
북적,2,긍정적
난감하다,2,긍정적
벌벌,2,긍정적
떨다,2,긍정적
여유롭다,2,긍정적
미소,2,긍정적
짓다,2,긍정적
나름,2,긍정적
이상하,2,긍정적
불안,2,긍정적
벌렁,2,긍정적
저리다,2,긍정적
보석,2,긍정적
만날,2,긍정적
말씀드리다,2,긍정적
도파민,2,긍정적
드물다,2,긍정적
조정,2,긍정적
팍팍하다,2,긍정적
출근길,2,긍정적
위안,2,긍정적
루틴,2,긍정적
기적,2,긍정적
흡입,2,긍정적
열중,2,긍정적
별빛,2,긍정적
흐려지다,2,부정적
위치,2,긍정적
올려다보다,2,긍정적
차지,2,긍정적
사우디아라비아,2,긍정적
뵥뵥이,2,긍정적
오후,2,긍정적
짧다,2,긍정적
덜덜,2,긍정적
역량,2,긍정적
안다,2,긍정적
정성,2,긍정적
실패,2,긍정적
천사,2,긍정적
드세다,2,긍정적
끼어들다,2,긍정적
껄끄러움,2,긍정적
주눅,2,긍정적
은근,2,긍정적
뎃글,2,긍정적
남다르다,2,긍정적
쾌청하다,2,부정적
팍,2,긍정적
뚫리다,2,부정적
청아하다,2,긍정적
신비롭다,2,긍정적
쉽사리,2,긍정적
발길,2,긍정적
깨뜨리다,2,부정적
크나크다,2,긍정적
은하,2,긍정적
러브,2,긍정적
찻아보,2,긍정적
착각,2,긍정적
삘,2,긍정적
서서히,2,긍정적
쫓다,2,긍정적
투영,2,긍정적
부탁,2,긍정적
질문,2,긍정적
되돌아보다,2,긍정적
면모,2,긍정적
비상,2,긍정적
깨어나다,2,부정적
삭막하다,2,긍정적
삶다,2,부정적
차원,2,긍정적
조용하다,2,긍정적
용다,2,긍정적
두둥,2,긍정적
박동,2,긍정적
입문,2,긍정적
일인,2,긍정적
후회되다,2,긍정적
거들다,2,긍정적
굴,2,긍정적
긍정,2,부정적
호평,2,긍정적
재미,2,긍정적
값지다,2,긍정적
어로,2,긍정적
변,2,긍정적
수치,2,긍정적
수나,2,긍정적
사이트,2,긍정적
프리징,2,긍정적
고요,2,긍정적
쓸모,2,긍정적
존경,2,긍정적
뛰어넘다,2,부정적
임영웅,2,긍정적
순전하다,2,긍정적
급성,2,긍정적
부하,2,긍정적
비아,2,긍정적
아무렇다,2,긍정적
안타깝다,2,긍정적
카톡,2,긍정적
수종,2,긍정적
지루하다,2,긍정적
생기,2,부정적
디폴트,2,긍정적
가져가다,2,긍정적
응,2,긍정적
원만하다,2,긍정적
대감,2,긍정적
으샤으샤,2,긍정적
다독이다,2,부정적
재미있다,2,긍정적
직전,2,긍정적
주인공,2,긍정적
트루먼쇼,2,긍정적
판타지,2,긍정적
밑,2,긍정적
실화,2,긍정적
기반,2,긍정적
커서,2,긍정적
숨스,2,부정적
더하다,2,긍정적
비상하다,2,긍정적
훨훨,2,긍정적
받치다,2,긍정적
안심,2,긍정적
하고프다,2,긍정적
위기,2,긍정적
설마,2,긍정적
악플달다,2,긍정적
차로,2,긍정적
카,2,긍정적
룸,2,긍정적
왹져들,2,긍정적
픽사,2,긍정적
지브리,2,긍정적
라이트,2,긍정적
다소,2,긍정적
치열하다,2,긍정적
번복,2,긍정적
뿜뿜,2,긍정적
우선,2,긍정적
디렉,2,긍정적
착착,2,긍정적
이지,2,긍정적
만들어지다,2,긍정적
공개,2,긍정적
편의,2,긍정적
나눠지다,2,긍정적
드라마틱하다,2,긍정적
밀려오다,2,긍정적
프로듀싱,2,긍정적
우리나라,2,긍정적
디,2,긍정적
하,2,긍정적
우르르,2,긍정적
선사,2,긍정적
고트,2,긍정적
불호,2,긍정적
이장면,2,긍정적
예주니,2,긍정적
만수무강,2,긍정적
진효,2,긍정적
반주,2,긍정적
가상세계,2,긍정적
개떼,2,긍정적
뜯다,2,긍정적
갈구다,2,부정적
회부,2,긍정적
국적,2,긍정적
런,2,긍정적
가시,2,긍정적
밭,2,긍정적
발바닥,2,긍정적
지압,2,긍정적
세다,2,긍정적
멘탈,2,긍정적
튼튼하다,2,긍정적
이보,2,긍정적
맞이,2,긍정적
위길,2,긍정적
김,2,긍정적
뎅,2,긍정적
확신,2,긍정적
길거리,2,부정적
한지,2,긍정적
천,2,긍정적
명도,2,긍정적
소심하다,2,긍정적
본래,2,긍정적
거니,2,긍정적
근래,2,긍정적
고려,2,긍정적
구매,2,긍정적
오프라인,2,긍정적
속성,2,긍정적
지옥,2,긍정적
끝내주다,2,긍정적
매듭,2,긍정적
든든하다,2,긍정적
받침,2,긍정적
알바,2,긍정적
왕창,2,긍정적
서나,2,긍정적
플뿌,2,긍정적
구,2,긍정적
힘나다,2,긍정적
널리,2,긍정적
부활,2,긍정적
감옥,2,긍정적
가두다,2,긍정적
건너오다,2,부정적
온라인,2,부정적
상의,2,긍정적
악의,2,긍정적
행위,2,긍정적
대응,2,긍정적
진행,2,긍정적
제보,2,긍정적
수집,2,긍정적
증거,2,긍정적
자료,2,긍정적
검토,2,긍정적
처벌,2,긍정적
여건,2,긍정적
고소,2,긍정적
및,2,긍정적
관,2,긍정적
근거,2,긍정적
루머,2,긍정적
유포,2,긍정적
행위자,2,긍정적
조치,2,긍정적
법정,2,긍정적
봬,2,긍정적
휴가,2,긍정적
빵빵,2,긍정적
좋더랗,2,긍정적
전율,2,긍정적
올라오다,2,긍정적
오르다,2,긍정적
문법,2,긍정적
번역기,2,긍정적
사용,2,긍정적
충분하다,2,긍정적
백만,2,긍정적
엄마,2,긍정적
안보,2,긍정적
선샤인,2,부정적
실크,2,긍정적
보이스,2,긍정적
노동요,2,긍정적
마저,2,긍정적
키,2,긍정적
널,2,부정적
여러가지,2,긍정적
변화,2,긍정적
도래,2,긍정적
약속,2,긍정적
치레,2,긍정적
불과하다,2,긍정적
피신,2,긍정적
감당,2,긍정적
촤암,2,긍정적
팅팅,2,긍정적
부어,2,긍정적
훌찌럭,2,긍정적
뻗다,2,부정적
수고,2,긍정적
망,2,긍정적
진창,2,긍정적
강쥐,2,긍정적
보아,2,긍정적
댑악이넨,2,긍정적
한국인,2,긍정적
메다,2,긍정적
빨,2,긍정적
언플,2,긍정적
셀럽,2,긍정적
하락,2,긍정적
깨우다,2,긍정적
강가,2,긍정적
눕다,2,긍정적
주욱,2,긍정적
만끽,2,긍정적
이십분,2,긍정적
잠들다,2,긍정적
불안하다,2,긍정적
줄다,2,긍정적
특,2,긍정적
통학,2,긍정적
도로,2,부정적
남겨지다,2,긍정적
이영화,2,긍정적
자전거,2,긍정적
아스테룸,2,긍정적
뻔하다,2,긍정적
응원봉,2,긍정적
사레,2,긍정적
레,2,긍정적
오방,2,긍정적
블랙홀,2,긍정적
탈출,2,긍정적
불가,2,긍정적
모름,2,긍정적
더닠,2,긍정적
바깥,2,긍정적
뮤,2,긍정적
빙해,2,긍정적
어어,2,긍정적
뿌,2,긍정적
각,2,긍정적
감겨,2,긍정적
레인,2,긍정적
뽜우,2,긍정적
헤드셋,2,긍정적
쭌디,2,긍정적
라디오,2,긍정적
스페셜,2,긍정적
디제이,2,긍정적
팔백만,2,긍정적
문특봤,2,긍정적
아따,2,긍정적
도루,2,긍정적
구만,2,긍정적
스근,2,긍정적
소원,2,긍정적
스킵,2,긍정적
전과,2,긍정적
닥오,2,긍정적
절로,2,긍정적
나가야,2,긍정적
새해,2,긍정적
장식,2,긍정적
라쓰꼬,2,긍정적
반등,2,긍정적
애니매이션,2,긍정적
인형,2,긍정적
노고,2,긍정적
듀싱할,2,긍정적
전이,2,긍정적
죠타,2,긍정적
닷,2,긍정적
안남다,2,부정적
하나요,2,긍정적
모자라다,2,긍정적
깜짝,2,긍정적
고난,2,긍정적
시련,2,긍정적
편이,2,긍정적
주변인,2,긍정적
우울하다,2,부정적
죙일,2,긍정적
감고,2,긍정적
폴,2,긍정적
럽어,2,긍정적
징,2,긍정적
죽다,2,긍정적
여진,2,긍정적
꺄,2,긍정적
작,2,긍정적
진,2,긍정적
진국,2,긍정적
트레이닝,2,긍정적
비정상,2,긍정적
잔잔하다,2,긍정적
쌍둥이,2,긍정적
구분,2,긍정적
잘알다,2,긍정적
아지트,2,긍정적
아카펠라,2,부정적
찍,2,긍정적
상가,2,긍정적
이노,2,긍정적
순위도,2,긍정적
일만,2,긍정적
라스,2,긍정적
선구자,2,긍정적
정확하다,2,긍정적
완벽,2,긍정적
그려지다,2,긍정적
사나이,2,긍정적
소녀,2,긍정적
차암,2,긍정적
맙습,2,긍정적
개추,2,긍정적
벅벅,2,긍정적
눌럿다,2,긍정적
우꼉,2,긍정적
쿨쩍,2,긍정적
볼땐,2,긍정적
벌리다,2,긍정적
드가자,2,긍정적
짜지다,2,부정적
지모,2,긍정적
몽글몽글하다,2,긍정적
움직이다,2,긍정적
있쨔나,2,긍정적
확,2,긍정적
해외여행,2,부정적
오예,2,긍정적
몽글하다,2,부정적
여자,2,긍정적
따지다,2,긍정적
쩐다,2,긍정적
완전하다,2,긍정적
곁,2,긍정적
충전,2,긍정적
어이,2,긍정적
관부,2,긍정적
한국팬,2,긍정적
돛대,2,긍정적
침략,2,긍정적
게임,2,긍정적
지하철역,2,긍정적
보드,2,긍정적
변하다,2,긍정적
미쵸땨,2,긍정적
째다,2,긍정적
사진,2,긍정적
럭키,2,긍정적
트리플,2,긍정적
세븐,2,긍정적
가라앉히다,2,긍정적
오열,2,긍정적
미가,2,긍정적
하하,2,긍정적
넹,2,긍정적
만가,2,긍정적
가보,2,긍정적
출격,2,긍정적
폭포,2,긍정적
피어,2,긍정적
노을,2,긍정적
지고,2,긍정적
섹시하다,2,부정적
없쟎아,2,긍정적
뮤밍해,2,긍정적
기쁘쟎아,2,부정적
모드,2,부정적
넘겨주다,2,긍정적
더빙,2,긍정적
뽀,2,긍정적
의미,2,긍정적
아파트,2,긍정적
출구,2,긍정적
놀란,2,긍정적
달래다,2,긍정적
공유,2,긍정적
입사,2,긍정적
촉,2,긍정적
큐피드,2,긍정적
버전,2,긍정적
덥다,2,긍정적
보법,2,긍정적
활기차다,2,긍정적
사귀다,2,긍정적
오빠미,2,긍정적
먼지,2,부정적
욧,2,긍정적
시즌,2,긍정적
옷,2,긍정적
가을,2,긍정적
가능,2,긍정적
먹히다,2,긍정적
음악프로그램,2,긍정적
동질감,2,긍정적
허무,2,긍정적
마력,2,부정적
딸리다,2,긍정적
렌더링,2,긍정적
이제야,2,긍정적
거듭,2,긍정적
굿,2,긍정적
어분,2,부정적
모션,2,긍정적
슈트,2,긍정적
입다,2,긍정적
쏘다,2,긍정적
태양,2,긍정적
스튜디오,2,긍정적
콘서트장,2,긍정적
혐,2,긍정적
입술,2,부정적
사건,2,긍정적
막내,2,긍정적
맏내,2,긍정적
한세상,2,긍정적
사생팬,2,긍정적
점임,2,긍정적
관상,2,긍정적
흰색,2,긍정적
님,2,긍정적
인걸,2,긍정적
얘넨,2,긍정적
짜증,2,긍정적
파,2,긍정적
병크,2,긍정적
터,2,긍정적
트리,2,긍정적
범죄,2,긍정적
훨낫다,2,긍정적
비호감,2,부정적
투디,2,긍정적
아쉬움,2,긍정적
팬사인회,2,긍정적
궁금증,2,긍정적
외국인,2,긍정적
전멸,2,부정적
가짜,2,긍정적
욕먹다,2,긍정적
쟤,2,긍정적
늙다,2,긍정적
팬심,2,긍정적
어마어마하다,2,긍정적
그었으,2,긍정적
내려오다,2,긍정적
어필,2,긍정적
관리,2,긍정적
썩다,2,긍정적
대하,2,긍정적
쓰기,2,긍정적
코리안,2,긍정적
따라쟁,2,긍정적
국민성,2,긍정적
심각,2,긍정적
연기,2,긍정적
타오,2,부정적
어른,2,긍정적
꼰대,2,긍정적
